

	Week starting on...	1/1	1/8	1/15	1/22	2/1	2/8	2/15	2/22	3/1	3/8	3/15	3/22	4/1	4/8	4/15	4/22	5/1	5/8	5/15	5/22	6/1	6/8	6/15	6/22	7/1	7/8	7/15	7/22	8/1	8/8	8/15	8/22	9/1	9/8	9/15	9/22	10/1	10/8	10/15	10/22	11/1	11/8	11/15	11/22	12/1	12/8	12/15	12/22
	2007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	4.5	15.0	0.6666666666666666	0.0	1.0	15.0	12.0	17.333333333333332	0.0	0.0	0.0	0.0	0.0	0.0	1.6666666666666667	0.0	2.0	0.0	1.6666666666666667	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
	2008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.333333333333336	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	Total # checklists submitted - (2004)	2	0.0	1	2	1	1	2	1	1	1	1	1	1	6	0.0	6	1	1	3	3	1	0.0	1	1	1	3	0	4	1	3	3	5	1	1	0.0	1	1	4	3	3	1	2	3	0.0	2	2	1	0
	Total # checklists submitted - (2005)	1	1	0.0	1	1	1	1	1	0.0	1	1	0	2	0.0	4	3	2	0	3	2	2	2	0.0	1	0.0	3	1	2	1	2	2	4	1	1	0.0	2	1	1	1	1	3	0.0	1	1	1	2	1	2
	Total # checklists submitted - (2006)	1	1	0	0.0	1	1	2	2	0.0	1	0	4	2	0.0	3	2	2	2	2	7	1	2	5	2	4	1	1	3	1	1	2	1	1	2	2	1	4	4	1	1	2	1	1	1	1	0.0	0	3
	Total # checklists submitted - (2007)	2	1	1	2	1	1	1	1	1	2	2	4	2	4	3	1	2	2	1	3	1	1	0.0	2	2	0	3	1	2	1	6	1	0.0	1	1	0.0	1	1	0	0	1	1	1	1	0.0	0	0	1
	Total # checklists submitted - (2008)	1	0.0	0.0	0.0	2	1	0.0	0.0	0.0	4	3	4	5	1	3	3	3	2	1	0	1	0.0	1	8	4	1	1	3	1	0.0	0	1	0.0	0	0.0	0.0	0.0	1	1	0	0.0	0.0	2	1	0.0	0.0	0	0.0
	
Birds Per Party Hour
	2004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	2005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	2006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7788461538461539	0.0	200.0	0.0	0.0	61.5	0.0	0.0	0.0	0.0	68.91666666666667	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.3333333333333333	0.0	15.555555555555555	5.714285714285714	2.3333333333333335	3.2302722658052607	2.2	0.0	1.5	2.250562640660165	0.0	0.0	0.0	0.0
	2007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	2.4	7.6190476190476195	0.5714285714285714	0.0	0.6666666666666666	7.5	3.0	10.4	0.0	0.0	0.0	0.0	0.0	0.0	1.6666666666666667	0.0	1.0	0.0	1.375	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.8571428571428571	0.2857142857142857	0.0
	2008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.5714285714285714	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	# checklists reporting species - (2004)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0
	# checklists reporting species - (2005)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	1	0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0.0	0	0	0.0	0	0.0	0.0
	# checklists reporting species - (2006)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	1	0	0.0	1	0.0	0	0.0	0.0	1	1	1	0.0	0.0	0	0	0.0	0.0	1	0.0	0	1	0	3	1	1	1	2	0	1	1	0.0	0.0	0.0	0.0
	# checklists reporting species - (2007)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	2	1	0.0	1	1	1	2	0	0.0	0.0	0	0	0.0	1	0	1	0.0	2	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0	1	0.0	0.0	0.0	1	1	0.0
	# checklists reporting species - (2008)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	1	0	1	0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	
High Count
	2004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	1	1	1	0.0	663	541	0.0	0.0	0.0	0.0	0.0
	2005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161	1	5484	0.0	1	1	0.0	0.0	0.0	1	892	0.0	0.0	564	0.0	0.0	0.0	0.0	347	0.0	0.0	1	0.0	0.0	0.0	12	910	0.0	0.0	337	6	0.0	44	461	0.0	1	0.0	0.0
	2006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15	0.0	600	1	0.0	738	0.0	1	0.0	0.0	827	10	10	0.0	0.0	1	1	0.0	0.0	2	0.0	1	1	1	60	20	7	7	10	1	3	3	0.0	0.0	0.0	0.0
	2007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	9	30	2	0.0	2	30	12	52	1	0.0	0.0	1	1	0.0	5	1	4	0.0	7	0.0	0.0	0.0	5	0.0	0.0	0.0	0.0	0.0	1	20	0.0	0.0	0.0	3	1	0.0
	2008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	100	25	1	3	1	0.0	0.0	0.0	0.0	12	0.0	0.0	0.0	1	0.0	0.0	0.0	1	0.0	1	0.0	0.0	0.0	1	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	# checklists reporting species - (2004)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	3	1	1	0.0	3	3	0.0	0.0	0.0	0.0	0.0
	# checklists reporting species - (2005)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	2	0.0	1	3	0.0	0.0	0.0	1	1	0.0	0.0	1	0.0	0.0	0.0	0.0	1	0.0	0.0	1	0.0	0.0	0.0	1	1	0.0	0.0	1	2	0.0	1	1	0.0	1	0.0	0.0
	# checklists reporting species - (2006)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	2	1	0.0	1	0.0	1	0.0	0.0	1	1	2	0.0	0.0	1	1	0.0	0.0	1	0.0	1	2	1	4	5	1	1	2	2	1	1	0.0	0.0	0.0	0.0
	# checklists reporting species - (2007)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	3	1	0.0	1	1	1	2	1	0.0	0.0	1	1	0.0	1	1	1	0.0	3	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	1	1	0.0
	# checklists reporting species - (2008)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	1	3	2	1	2	1	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	1	0.0	0.0	0.0	1	0.0	1	0.0	0.0	0.0	1	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	
Totals
	2004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	1	0.0	1326	841	0.0	0.0	0.0	0.0	0.0
	2005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161	0	7484	0.0	1	0	0.0	0.0	0.0	0	892	0.0	0.0	564	0.0	0.0	0.0	0.0	347	0.0	0.0	0	0.0	0.0	0.0	12	910	0.0	0.0	337	6	0.0	44	461	0.0	0	0.0	0.0
	2006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16	0.0	600	0	0.0	738	0.0	0	0.0	0.0	827	10	10	0.0	0.0	0	0	0.0	0.0	2	0.0	0	1	0	120	20	7	7	11	0	3	3	0.0	0.0	0.0	0.0
	2007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	9	60	2	0.0	2	30	12	87	0	0.0	0.0	0	0	0.0	5	0	4	0.0	10	0.0	0.0	0.0	5	0.0	0.0	0.0	0.0	0.0	0	20	0.0	0.0	0.0	3	1	0.0
	2008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	100	26	0	3	0	0.0	0.0	0.0	0.0	12	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	# checklists reporting species - (2004)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	1	0.0	2	2	0.0	0.0	0.0	0.0	0.0
	# checklists reporting species - (2005)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	2	0.0	1	0	0.0	0.0	0.0	0	1	0.0	0.0	1	0.0	0.0	0.0	0.0	1	0.0	0.0	0	0.0	0.0	0.0	1	1	0.0	0.0	1	1	0.0	1	1	0.0	0	0.0	0.0
	# checklists reporting species - (2006)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	1	0	0.0	1	0.0	0	0.0	0.0	1	1	1	0.0	0.0	0	0	0.0	0.0	1	0.0	0	1	0	3	1	1	1	2	0	1	1	0.0	0.0	0.0	0.0
	# checklists reporting species - (2007)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	2	1	0.0	1	1	1	2	0	0.0	0.0	0	0	0.0	1	0	1	0.0	2	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0	1	0.0	0.0	0.0	1	1	0.0
	# checklists reporting species - (2008)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	2	0	1	0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	
Average Count
	2004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	663.0	420.5	0.0	0.0	0.0	0.0	0.0
	2005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0	0.0	3742.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	892.0	0.0	0.0	564.0	0.0	0.0	0.0	0.0	347.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	910.0	0.0	0.0	337.0	6.0	0.0	44.0	461.0	0.0	0.0	0.0	0.0
	2006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	600.0	0.0	0.0	738.0	0.0	0.0	0.0	0.0	827.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	40.0	20.0	7.0	7.0	5.5	0.0	3.0	3.0	0.0	0.0	0.0	0.0
	2007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9.0	30.0	2.0	0.0	2.0	30.0	12.0	43.5	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	3.0	1.0	0.0
	2008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	13.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	# checklists reporting species - (2004)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	1	0.0	2	2	0.0	0.0	0.0	0.0	0.0
	# checklists reporting species - (2005)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	2	0.0	1	0	0.0	0.0	0.0	0	1	0.0	0.0	1	0.0	0.0	0.0	0.0	1	0.0	0.0	0	0.0	0.0	0.0	1	1	0.0	0.0	1	1	0.0	1	1	0.0	0	0.0	0.0
	# checklists reporting species - (2006)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	1	0	0.0	1	0.0	0	0.0	0.0	1	1	1	0.0	0.0	0	0	0.0	0.0	1	0.0	0	1	0	3	1	1	1	2	0	1	1	0.0	0.0	0.0	0.0
	# checklists reporting species - (2007)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	2	1	0.0	1	1	1	2	0	0.0	0.0	0	0	0.0	1	0	1	0.0	2	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0	1	0.0	0.0	0.0	1	1	0.0
	# checklists reporting species - (2008)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	2	0	1	0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	
